     t       Z(km)       H(km)        T(K)   P_air(pa) rho(kg/m^3)     Cs(m/s)          Ma
  7.06        0.83        0.83      282.78    0.92E+05    0.11E+01      337.11        2.23
  7.07        0.83        0.83      282.77    0.92E+05    0.11E+01      337.10        2.23
  7.08        0.83        0.83      282.76    0.92E+05    0.11E+01      337.09        2.23
  7.09        0.83        0.83      282.75    0.92E+05    0.11E+01      337.09        2.23
  7.10        0.83        0.83      282.74    0.92E+05    0.11E+01      337.08        2.23
  7.11        0.83        0.83      282.73    0.92E+05    0.11E+01      337.08        2.23
  7.12        0.84        0.84      282.72    0.92E+05    0.11E+01      337.07        2.23
  7.13        0.84        0.84      282.71    0.92E+05    0.11E+01      337.06        2.23
  7.14        0.84        0.84      282.70    0.92E+05    0.11E+01      337.06        2.23
  7.15        0.84        0.84      282.69    0.92E+05    0.11E+01      337.05        2.23
  7.16        0.84        0.84      282.68    0.92E+05    0.11E+01      337.05        2.23
  7.17        0.84        0.84      282.67    0.92E+05    0.11E+01      337.04        2.23
  7.18        0.84        0.84      282.66    0.92E+05    0.11E+01      337.04        2.23
  7.19        0.85        0.85      282.65    0.92E+05    0.11E+01      337.03        2.23
  7.20        0.85        0.85      282.64    0.92E+05    0.11E+01      337.02        2.23
  7.21        0.85        0.85      282.63    0.92E+05    0.11E+01      337.02        2.23
  7.22        0.85        0.85      282.62    0.92E+05    0.11E+01      337.01        2.23
  7.23        0.85        0.85      282.61    0.91E+05    0.11E+01      337.01        2.23
  7.24        0.85        0.85      282.60    0.91E+05    0.11E+01      337.00        2.23
  7.25        0.86        0.86      282.59    0.91E+05    0.11E+01      336.99        2.23
  7.26        0.86        0.86      282.58    0.91E+05    0.11E+01      336.99        2.23
  7.27        0.86        0.86      282.57    0.91E+05    0.11E+01      336.98        2.23
  7.28        0.86        0.86      282.56    0.91E+05    0.11E+01      336.98        2.23
  7.29        0.86        0.86      282.55    0.91E+05    0.11E+01      336.97        2.23
  7.30        0.86        0.86      282.54    0.91E+05    0.11E+01      336.97        2.23
  7.31        0.86        0.86      282.53    0.91E+05    0.11E+01      336.96        2.23
  7.32        0.87        0.87      282.52    0.91E+05    0.11E+01      336.95        2.23
  7.33        0.87        0.87      282.51    0.91E+05    0.11E+01      336.95        2.23
  7.34        0.87        0.87      282.50    0.91E+05    0.11E+01      336.94        2.23
  7.35        0.87        0.87      282.49    0.91E+05    0.11E+01      336.94        2.23
  7.36        0.87        0.87      282.48    0.91E+05    0.11E+01      336.93        2.23
  7.37        0.87        0.87      282.47    0.91E+05    0.11E+01      336.92        2.23
  7.38        0.88        0.88      282.46    0.91E+05    0.11E+01      336.92        2.23
  7.39        0.88        0.88      282.45    0.91E+05    0.11E+01      336.91        2.23
  7.40        0.88        0.88      282.44    0.91E+05    0.11E+01      336.91        2.23
  7.41        0.88        0.88      282.43    0.91E+05    0.11E+01      336.90        2.24
  7.42        0.88        0.88      282.42    0.91E+05    0.11E+01      336.90        2.24
  7.43        0.88        0.88      282.41    0.91E+05    0.11E+01      336.89        2.24
  7.44        0.88        0.88      282.40    0.91E+05    0.11E+01      336.88        2.24
  7.45        0.89        0.89      282.39    0.91E+05    0.11E+01      336.88        2.24
  7.46        0.89        0.89      282.38    0.91E+05    0.11E+01      336.87        2.24
  7.47        0.89        0.89      282.38    0.91E+05    0.11E+01      336.87        2.24
  7.48        0.89        0.89      282.37    0.91E+05    0.11E+01      336.86        2.24
  7.49        0.89        0.89      282.36    0.91E+05    0.11E+01      336.86        2.24
  7.50        0.89        0.89      282.35    0.91E+05    0.11E+01      336.85        2.24
  7.51        0.89        0.89      282.34    0.91E+05    0.11E+01      336.84        2.24
  7.52        0.90        0.90      282.33    0.91E+05    0.11E+01      336.84        2.24
  7.53        0.90        0.90      282.32    0.91E+05    0.11E+01      336.83        2.24
  7.54        0.90        0.90      282.31    0.91E+05    0.11E+01      336.83        2.24
  7.55        0.90        0.90      282.30    0.91E+05    0.11E+01      336.82        2.24
  7.56        0.90        0.90      282.29    0.91E+05    0.11E+01      336.81        2.24
  7.57        0.90        0.90      282.28    0.91E+05    0.11E+01      336.81        2.24
  7.58        0.90        0.90      282.27    0.91E+05    0.11E+01      336.80        2.24
  7.59        0.91        0.91      282.26    0.91E+05    0.11E+01      336.80        2.24
  7.60        0.91        0.91      282.25    0.91E+05    0.11E+01      336.79        2.24
  7.61        0.91        0.91      282.24    0.91E+05    0.11E+01      336.79        2.24
  7.62        0.91        0.91      282.23    0.91E+05    0.11E+01      336.78        2.24
  7.63        0.91        0.91      282.22    0.91E+05    0.11E+01      336.77        2.24
  7.64        0.91        0.91      282.21    0.91E+05    0.11E+01      336.77        2.24
  7.65        0.92        0.92      282.20    0.91E+05    0.11E+01      336.76        2.24
  7.66        0.92        0.92      282.19    0.91E+05    0.11E+01      336.76        2.24
  7.67        0.92        0.92      282.18    0.91E+05    0.11E+01      336.75        2.24
  7.68        0.92        0.92      282.17    0.91E+05    0.11E+01      336.75        2.24
  7.69        0.92        0.92      282.16    0.91E+05    0.11E+01      336.74        2.24
  7.70        0.92        0.92      282.15    0.91E+05    0.11E+01      336.73        2.24
  7.71        0.92        0.92      282.14    0.91E+05    0.11E+01      336.73        2.24
  7.72        0.93        0.93      282.13    0.91E+05    0.11E+01      336.72        2.24
  7.73        0.93        0.93      282.13    0.91E+05    0.11E+01      336.72        2.24
  7.74        0.93        0.93      282.12    0.91E+05    0.11E+01      336.71        2.24
  7.75        0.93        0.93      282.11    0.91E+05    0.11E+01      336.71        2.24
  7.76        0.93        0.93      282.10    0.91E+05    0.11E+01      336.70        2.24
  7.77        0.93        0.93      282.09    0.91E+05    0.11E+01      336.69        2.24
  7.78        0.93        0.93      282.08    0.91E+05    0.11E+01      336.69        2.24
  7.79        0.94        0.94      282.07    0.91E+05    0.11E+01      336.68        2.24
  7.80        0.94        0.94      282.06    0.91E+05    0.11E+01      336.68        2.24
  7.81        0.94        0.94      282.05    0.91E+05    0.11E+01      336.67        2.24
  7.82        0.94        0.94      282.04    0.91E+05    0.11E+01      336.67        2.24
  7.83        0.94        0.94      282.03    0.91E+05    0.11E+01      336.66        2.24
  7.84        0.94        0.94      282.02    0.90E+05    0.11E+01      336.66        2.24
  7.85        0.94        0.94      282.01    0.90E+05    0.11E+01      336.65        2.24
  7.86        0.95        0.95      282.00    0.90E+05    0.11E+01      336.64        2.24
  7.87        0.95        0.95      281.99    0.90E+05    0.11E+01      336.64        2.24
  7.88        0.95        0.95      281.98    0.90E+05    0.11E+01      336.63        2.24
  7.89        0.95        0.95      281.97    0.90E+05    0.11E+01      336.63        2.24
  7.90        0.95        0.95      281.96    0.90E+05    0.11E+01      336.62        2.24
  7.91        0.95        0.95      281.95    0.90E+05    0.11E+01      336.62        2.24
  7.92        0.95        0.95      281.94    0.90E+05    0.11E+01      336.61        2.24
  7.93        0.96        0.96      281.94    0.90E+05    0.11E+01      336.60        2.24
  7.94        0.96        0.96      281.93    0.90E+05    0.11E+01      336.60        2.24
  7.95        0.96        0.96      281.92    0.90E+05    0.11E+01      336.59        2.24
  7.96        0.96        0.96      281.91    0.90E+05    0.11E+01      336.59        2.24
  7.97        0.96        0.96      281.90    0.90E+05    0.11E+01      336.58        2.24
  7.98        0.96        0.96      281.89    0.90E+05    0.11E+01      336.58        2.24
  7.99        0.96        0.96      281.88    0.90E+05    0.11E+01      336.57        2.25
  8.00        0.97        0.97      281.87    0.90E+05    0.11E+01      336.56        2.25
  8.01        0.97        0.97      281.86    0.90E+05    0.11E+01      336.56        2.25
  8.02        0.97        0.97      281.85    0.90E+05    0.11E+01      336.55        2.25
  8.03        0.97        0.97      281.84    0.90E+05    0.11E+01      336.55        2.25
  8.04        0.97        0.97      281.83    0.90E+05    0.11E+01      336.54        2.25
  8.05        0.97        0.97      281.82    0.90E+05    0.11E+01      336.54        2.25
  8.06        0.98        0.97      281.81    0.90E+05    0.11E+01      336.53        2.25
  8.07        0.98        0.98      281.80    0.90E+05    0.11E+01      336.53        2.25
  8.08        0.98        0.98      281.79    0.90E+05    0.11E+01      336.52        2.25
  8.09        0.98        0.98      281.78    0.90E+05    0.11E+01      336.51        2.25
  8.10        0.98        0.98      281.78    0.90E+05    0.11E+01      336.51        2.25
  8.11        0.98        0.98      281.77    0.90E+05    0.11E+01      336.50        2.25
  8.12        0.98        0.98      281.76    0.90E+05    0.11E+01      336.50        2.25
  8.13        0.99        0.98      281.75    0.90E+05    0.11E+01      336.49        2.25
  8.14        0.99        0.99      281.74    0.90E+05    0.11E+01      336.49        2.25
  8.15        0.99        0.99      281.73    0.90E+05    0.11E+01      336.48        2.25
  8.16        0.99        0.99      281.72    0.90E+05    0.11E+01      336.48        2.25
  8.17        0.99        0.99      281.71    0.90E+05    0.11E+01      336.47        2.25
  8.18        0.99        0.99      281.70    0.90E+05    0.11E+01      336.46        2.25
  8.19        0.99        0.99      281.69    0.90E+05    0.11E+01      336.46        2.25
  8.20        1.00        1.00      281.68    0.90E+05    0.11E+01      336.45        2.25
  8.21        1.00        1.00      281.67    0.90E+05    0.11E+01      336.45        2.25
  8.22        1.00        1.00      281.66    0.90E+05    0.11E+01      336.44        2.25
  8.23        1.00        1.00      281.65    0.90E+05    0.11E+01      336.44        2.25
  8.24        1.00        1.00      281.65    0.90E+05    0.11E+01      336.43        2.25
  8.25        1.00        1.00      281.64    0.90E+05    0.11E+01      336.43        2.25
  8.26        1.00        1.00      281.63    0.90E+05    0.11E+01      336.42        2.25
  8.27        1.01        1.00      281.62    0.90E+05    0.11E+01      336.41        2.25
  8.28        1.01        1.01      281.61    0.90E+05    0.11E+01      336.41        2.25
  8.29        1.01        1.01      281.60    0.90E+05    0.11E+01      336.40        2.25
  8.30        1.01        1.01      281.59    0.90E+05    0.11E+01      336.40        2.25
  8.31        1.01        1.01      281.58    0.90E+05    0.11E+01      336.39        2.25
  8.32        1.01        1.01      281.57    0.90E+05    0.11E+01      336.39        2.25
  8.33        1.01        1.01      281.56    0.90E+05    0.11E+01      336.38        2.25
  8.34        1.02        1.01      281.55    0.90E+05    0.11E+01      336.38        2.25
  8.35        1.02        1.02      281.54    0.90E+05    0.11E+01      336.37        2.25
  8.36        1.02        1.02      281.53    0.90E+05    0.11E+01      336.37        2.25
  8.37        1.02        1.02      281.53    0.90E+05    0.11E+01      336.36        2.25
  8.38        1.02        1.02      281.52    0.90E+05    0.11E+01      336.35        2.25
  8.39        1.02        1.02      281.51    0.90E+05    0.11E+01      336.35        2.25
  8.40        1.02        1.02      281.50    0.90E+05    0.11E+01      336.34        2.25
  8.41        1.02        1.02      281.49    0.90E+05    0.11E+01      336.34        2.25
  8.42        1.03        1.03      281.48    0.90E+05    0.11E+01      336.33        2.25
  8.43        1.03        1.03      281.47    0.90E+05    0.11E+01      336.33        2.25
  8.44        1.03        1.03      281.46    0.90E+05    0.11E+01      336.32        2.25
  8.45        1.03        1.03      281.45    0.90E+05    0.11E+01      336.32        2.25
  8.46        1.03        1.03      281.44    0.90E+05    0.11E+01      336.31        2.25
  8.47        1.03        1.03      281.43    0.90E+05    0.11E+01      336.30        2.25
  8.48        1.03        1.03      281.42    0.89E+05    0.11E+01      336.30        2.25
  8.49        1.04        1.04      281.42    0.89E+05    0.11E+01      336.29        2.25
  8.50        1.04        1.04      281.41    0.89E+05    0.11E+01      336.29        2.25
  8.51        1.04        1.04      281.40    0.89E+05    0.11E+01      336.28        2.25
  8.52        1.04        1.04      281.39    0.89E+05    0.11E+01      336.28        2.25
  8.53        1.04        1.04      281.38    0.89E+05    0.11E+01      336.27        2.25
  8.54        1.04        1.04      281.37    0.89E+05    0.11E+01      336.27        2.25
  8.55        1.04        1.04      281.36    0.89E+05    0.11E+01      336.26        2.25
  8.56        1.05        1.05      281.35    0.89E+05    0.11E+01      336.26        2.25
  8.57        1.05        1.05      281.34    0.89E+05    0.11E+01      336.25        2.25
  8.58        1.05        1.05      281.33    0.89E+05    0.11E+01      336.24        2.25
  8.59        1.05        1.05      281.32    0.89E+05    0.11E+01      336.24        2.25
  8.60        1.05        1.05      281.32    0.89E+05    0.11E+01      336.23        2.26
  8.61        1.05        1.05      281.31    0.89E+05    0.11E+01      336.23        2.26
  8.62        1.05        1.05      281.30    0.89E+05    0.11E+01      336.22        2.26
  8.63        1.06        1.06      281.29    0.89E+05    0.11E+01      336.22        2.26
  8.64        1.06        1.06      281.28    0.89E+05    0.11E+01      336.21        2.26
  8.65        1.06        1.06      281.27    0.89E+05    0.11E+01      336.21        2.26
  8.66        1.06        1.06      281.26    0.89E+05    0.11E+01      336.20        2.26
  8.67        1.06        1.06      281.25    0.89E+05    0.11E+01      336.20        2.26
  8.68        1.06        1.06      281.24    0.89E+05    0.11E+01      336.19        2.26
  8.69        1.06        1.06      281.23    0.89E+05    0.11E+01      336.19        2.26
  8.70        1.07        1.07      281.22    0.89E+05    0.11E+01      336.18        2.26
  8.71        1.07        1.07      281.22    0.89E+05    0.11E+01      336.17        2.26
  8.72        1.07        1.07      281.21    0.89E+05    0.11E+01      336.17        2.26
  8.73        1.07        1.07      281.20    0.89E+05    0.11E+01      336.16        2.26
  8.74        1.07        1.07      281.19    0.89E+05    0.11E+01      336.16        2.26
  8.75        1.07        1.07      281.18    0.89E+05    0.11E+01      336.15        2.26
  8.76        1.07        1.07      281.17    0.89E+05    0.11E+01      336.15        2.26
  8.77        1.08        1.08      281.16    0.89E+05    0.11E+01      336.14        2.26
  8.78        1.08        1.08      281.15    0.89E+05    0.11E+01      336.14        2.26
  8.79        1.08        1.08      281.14    0.89E+05    0.11E+01      336.13        2.26
  8.80        1.08        1.08      281.14    0.89E+05    0.11E+01      336.13        2.26
  8.81        1.08        1.08      281.13    0.89E+05    0.11E+01      336.12        2.26
  8.82        1.08        1.08      281.12    0.89E+05    0.11E+01      336.12        2.26
  8.83        1.08        1.08      281.11    0.89E+05    0.11E+01      336.11        2.26
  8.84        1.08        1.08      281.10    0.89E+05    0.11E+01      336.10        2.26
  8.85        1.09        1.09      281.09    0.89E+05    0.11E+01      336.10        2.26
  8.86        1.09        1.09      281.08    0.89E+05    0.11E+01      336.09        2.26
  8.87        1.09        1.09      281.07    0.89E+05    0.11E+01      336.09        2.26
  8.88        1.09        1.09      281.06    0.89E+05    0.11E+01      336.08        2.26
  8.89        1.09        1.09      281.05    0.89E+05    0.11E+01      336.08        2.26
  8.90        1.09        1.09      281.05    0.89E+05    0.11E+01      336.07        2.26
  8.91        1.09        1.09      281.04    0.89E+05    0.11E+01      336.07        2.26
  8.92        1.10        1.10      281.03    0.89E+05    0.11E+01      336.06        2.26
  8.93        1.10        1.10      281.02    0.89E+05    0.11E+01      336.06        2.26
  8.94        1.10        1.10      281.01    0.89E+05    0.11E+01      336.05        2.26
  8.95        1.10        1.10      281.00    0.89E+05    0.11E+01      336.05        2.26
  8.96        1.10        1.10      280.99    0.89E+05    0.11E+01      336.04        2.26
  8.97        1.10        1.10      280.98    0.89E+05    0.11E+01      336.04        2.26
  8.98        1.10        1.10      280.97    0.89E+05    0.11E+01      336.03        2.26
  8.99        1.11        1.11      280.97    0.89E+05    0.11E+01      336.03        2.26
  9.00        1.11        1.11      280.96    0.89E+05    0.11E+01      336.02        2.26
  9.01        1.11        1.11      280.95    0.89E+05    0.11E+01      336.01        2.26
  9.02        1.11        1.11      280.94    0.89E+05    0.11E+01      336.01        2.26
  9.03        1.11        1.11      280.93    0.89E+05    0.11E+01      336.00        2.26
  9.04        1.11        1.11      280.92    0.89E+05    0.11E+01      336.00        2.26
  9.05        1.11        1.11      280.91    0.89E+05    0.11E+01      335.99        2.26
  9.06        1.11        1.11      280.90    0.89E+05    0.11E+01      335.99        2.26
  9.07        1.12        1.12      280.90    0.89E+05    0.11E+01      335.98        2.26
  9.08        1.12        1.12      280.89    0.89E+05    0.11E+01      335.98        2.26
  9.09        1.12        1.12      280.88    0.89E+05    0.11E+01      335.97        2.26
  9.10        1.12        1.12      280.87    0.89E+05    0.11E+01      335.97        2.26
  9.11        1.12        1.12      280.86    0.89E+05    0.11E+01      335.96        2.26
  9.12        1.12        1.12      280.85    0.89E+05    0.11E+01      335.96        2.26
  9.13        1.12        1.12      280.84    0.89E+05    0.11E+01      335.95        2.26
  9.14        1.13        1.13      280.83    0.89E+05    0.11E+01      335.95        2.26
  9.15        1.13        1.13      280.82    0.88E+05    0.11E+01      335.94        2.26
  9.16        1.13        1.13      280.82    0.88E+05    0.11E+01      335.94        2.26
  9.17        1.13        1.13      280.81    0.88E+05    0.11E+01      335.93        2.26
  9.18        1.13        1.13      280.80    0.88E+05    0.11E+01      335.93        2.27
  9.19        1.13        1.13      280.79    0.88E+05    0.11E+01      335.92        2.27
  9.20        1.13        1.13      280.78    0.88E+05    0.11E+01      335.91        2.27
  9.21        1.14        1.14      280.77    0.88E+05    0.11E+01      335.91        2.27
  9.22        1.14        1.14      280.76    0.88E+05    0.11E+01      335.90        2.27
  9.23        1.14        1.14      280.75    0.88E+05    0.11E+01      335.90        2.27
  9.24        1.14        1.14      280.75    0.88E+05    0.11E+01      335.89        2.27
  9.25        1.14        1.14      280.74    0.88E+05    0.11E+01      335.89        2.27
  9.26        1.14        1.14      280.73    0.88E+05    0.11E+01      335.88        2.27
  9.27        1.14        1.14      280.72    0.88E+05    0.11E+01      335.88        2.27
  9.28        1.14        1.14      280.71    0.88E+05    0.11E+01      335.87        2.27
  9.29        1.15        1.15      280.70    0.88E+05    0.11E+01      335.87        2.27
  9.30        1.15        1.15      280.69    0.88E+05    0.11E+01      335.86        2.27
  9.31        1.15        1.15      280.69    0.88E+05    0.11E+01      335.86        2.27
  9.32        1.15        1.15      280.68    0.88E+05    0.11E+01      335.85        2.27
  9.33        1.15        1.15      280.67    0.88E+05    0.11E+01      335.85        2.27
  9.34        1.15        1.15      280.66    0.88E+05    0.11E+01      335.84        2.27
  9.35        1.15        1.15      280.65    0.88E+05    0.11E+01      335.84        2.27
  9.36        1.16        1.16      280.64    0.88E+05    0.11E+01      335.83        2.27
  9.37        1.16        1.16      280.63    0.88E+05    0.11E+01      335.83        2.27
  9.38        1.16        1.16      280.62    0.88E+05    0.11E+01      335.82        2.27
  9.39        1.16        1.16      280.62    0.88E+05    0.11E+01      335.82        2.27
  9.40        1.16        1.16      280.61    0.88E+05    0.11E+01      335.81        2.27
  9.41        1.16        1.16      280.60    0.88E+05    0.11E+01      335.81        2.27
  9.42        1.16        1.16      280.59    0.88E+05    0.11E+01      335.80        2.27
  9.43        1.16        1.16      280.58    0.88E+05    0.11E+01      335.80        2.27
  9.44        1.17        1.17      280.57    0.88E+05    0.11E+01      335.79        2.27
  9.45        1.17        1.17      280.56    0.88E+05    0.11E+01      335.78        2.27
  9.46        1.17        1.17      280.56    0.88E+05    0.11E+01      335.78        2.27
  9.47        1.17        1.17      280.55    0.88E+05    0.11E+01      335.77        2.27
  9.48        1.17        1.17      280.54    0.88E+05    0.11E+01      335.77        2.27
  9.49        1.17        1.17      280.53    0.88E+05    0.11E+01      335.76        2.27
  9.50        1.17        1.17      280.52    0.88E+05    0.11E+01      335.76        2.27
  9.51        1.18        1.17      280.51    0.88E+05    0.11E+01      335.75        2.27
  9.52        1.18        1.18      280.50    0.88E+05    0.11E+01      335.75        2.27
  9.53        1.18        1.18      280.50    0.88E+05    0.11E+01      335.74        2.27
  9.54        1.18        1.18      280.49    0.88E+05    0.11E+01      335.74        2.27
  9.55        1.18        1.18      280.48    0.88E+05    0.11E+01      335.73        2.27
  9.56        1.18        1.18      280.47    0.88E+05    0.11E+01      335.73        2.27
  9.57        1.18        1.18      280.46    0.88E+05    0.11E+01      335.72        2.27
  9.58        1.18        1.18      280.45    0.88E+05    0.11E+01      335.72        2.27
  9.59        1.19        1.19      280.44    0.88E+05    0.11E+01      335.71        2.27
  9.60        1.19        1.19      280.44    0.88E+05    0.11E+01      335.71        2.27
  9.61        1.19        1.19      280.43    0.88E+05    0.11E+01      335.70        2.27
  9.62        1.19        1.19      280.42    0.88E+05    0.11E+01      335.70        2.27
  9.63        1.19        1.19      280.41    0.88E+05    0.11E+01      335.69        2.27
  9.64        1.19        1.19      280.40    0.88E+05    0.11E+01      335.69        2.27
  9.65        1.19        1.19      280.39    0.88E+05    0.11E+01      335.68        2.27
  9.66        1.19        1.19      280.38    0.88E+05    0.11E+01      335.68        2.27
  9.67        1.20        1.20      280.38    0.88E+05    0.11E+01      335.67        2.27
  9.68        1.20        1.20      280.37    0.88E+05    0.11E+01      335.67        2.27
  9.69        1.20        1.20      280.36    0.88E+05    0.11E+01      335.66        2.28
  9.70        1.20        1.20      280.35    0.88E+05    0.11E+01      335.66        2.28
  9.71        1.20        1.20      280.34    0.88E+05    0.11E+01      335.65        2.28
  9.72        1.20        1.20      280.33    0.88E+05    0.11E+01      335.65        2.28
  9.73        1.20        1.20      280.33    0.88E+05    0.11E+01      335.64        2.28
  9.74        1.21        1.21      280.32    0.88E+05    0.11E+01      335.64        2.28
  9.75        1.21        1.21      280.31    0.88E+05    0.11E+01      335.63        2.28
  9.76        1.21        1.21      280.30    0.88E+05    0.11E+01      335.63        2.28
  9.77        1.21        1.21      280.29    0.88E+05    0.11E+01      335.62        2.28
  9.78        1.21        1.21      280.28    0.88E+05    0.11E+01      335.62        2.28
  9.79        1.21        1.21      280.27    0.88E+05    0.11E+01      335.61        2.28
  9.80        1.21        1.21      280.27    0.88E+05    0.11E+01      335.61        2.28
  9.81        1.21        1.21      280.26    0.88E+05    0.11E+01      335.60        2.28
  9.82        1.22        1.22      280.25    0.88E+05    0.11E+01      335.60        2.28
  9.83        1.22        1.22      280.24    0.88E+05    0.11E+01      335.59        2.28
  9.84        1.22        1.22      280.23    0.88E+05    0.11E+01      335.59        2.28
  9.85        1.22        1.22      280.22    0.88E+05    0.11E+01      335.58        2.28
  9.86        1.22        1.22      280.22    0.87E+05    0.11E+01      335.58        2.28
  9.87        1.22        1.22      280.21    0.87E+05    0.11E+01      335.57        2.28
  9.88        1.22        1.22      280.20    0.87E+05    0.11E+01      335.57        2.28
  9.89        1.22        1.22      280.19    0.87E+05    0.11E+01      335.56        2.28
  9.90        1.23        1.23      280.18    0.87E+05    0.11E+01      335.56        2.28
  9.91        1.23        1.23      280.17    0.87E+05    0.11E+01      335.55        2.28
  9.92        1.23        1.23      280.17    0.87E+05    0.11E+01      335.55        2.28
  9.93        1.23        1.23      280.16    0.87E+05    0.11E+01      335.54        2.28
  9.94        1.23        1.23      280.15    0.87E+05    0.11E+01      335.54        2.28
  9.95        1.23        1.23      280.14    0.87E+05    0.11E+01      335.53        2.28
  9.96        1.23        1.23      280.13    0.87E+05    0.11E+01      335.53        2.28
  9.97        1.23        1.23      280.12    0.87E+05    0.11E+01      335.52        2.28
  9.98        1.24        1.24      280.12    0.87E+05    0.11E+01      335.52        2.28
  9.99        1.24        1.24      280.11    0.87E+05    0.11E+01      335.51        2.28
 10.00        1.24        1.24      280.10    0.87E+05    0.11E+01      335.51        2.28
 10.01        1.24        1.24      280.09    0.87E+05    0.11E+01      335.50        2.28
 10.02        1.24        1.24      280.08    0.87E+05    0.11E+01      335.50        2.28
 10.03        1.24        1.24      280.07    0.87E+05    0.11E+01      335.49        2.28
 10.04        1.24        1.24      280.07    0.87E+05    0.11E+01      335.49        2.28
 10.05        1.25        1.24      280.06    0.87E+05    0.11E+01      335.48        2.28
 10.06        1.25        1.25      280.05    0.87E+05    0.11E+01      335.48        2.28
 10.07        1.25        1.25      280.04    0.87E+05    0.11E+01      335.47        2.28
 10.08        1.25        1.25      280.03    0.87E+05    0.11E+01      335.47        2.28
 10.09        1.25        1.25      280.02    0.87E+05    0.11E+01      335.46        2.28
 10.10        1.25        1.25      280.02    0.87E+05    0.11E+01      335.46        2.28
 10.11        1.25        1.25      280.01    0.87E+05    0.11E+01      335.45        2.28
 10.12        1.25        1.25      280.00    0.87E+05    0.11E+01      335.45        2.28
 10.13        1.26        1.26      279.99    0.87E+05    0.11E+01      335.44        2.28
 10.14        1.26        1.26      279.98    0.87E+05    0.11E+01      335.44        2.28
 10.15        1.26        1.26      279.98    0.87E+05    0.11E+01      335.43        2.28
 10.16        1.26        1.26      279.97    0.87E+05    0.11E+01      335.43        2.29
 10.17        1.26        1.26      279.96    0.87E+05    0.11E+01      335.42        2.29
 10.18        1.26        1.26      279.95    0.87E+05    0.11E+01      335.42        2.29
 10.19        1.26        1.26      279.94    0.87E+05    0.11E+01      335.41        2.29
 10.20        1.26        1.26      279.93    0.87E+05    0.11E+01      335.41        2.29
 10.21        1.27        1.27      279.93    0.87E+05    0.11E+01      335.40        2.29
 10.22        1.27        1.27      279.92    0.87E+05    0.11E+01      335.40        2.29
 10.23        1.27        1.27      279.91    0.87E+05    0.11E+01      335.39        2.29
 10.24        1.27        1.27      279.90    0.87E+05    0.11E+01      335.39        2.29
 10.25        1.27        1.27      279.89    0.87E+05    0.11E+01      335.38        2.29
 10.26        1.27        1.27      279.89    0.87E+05    0.11E+01      335.38        2.29
 10.27        1.27        1.27      279.88    0.87E+05    0.11E+01      335.37        2.29
 10.28        1.27        1.27      279.87    0.87E+05    0.11E+01      335.37        2.29
 10.29        1.28        1.28      279.86    0.87E+05    0.11E+01      335.36        2.29
 10.30        1.28        1.28      279.85    0.87E+05    0.11E+01      335.36        2.29
 10.31        1.28        1.28      279.84    0.87E+05    0.11E+01      335.35        2.29
 10.32        1.28        1.28      279.84    0.87E+05    0.11E+01      335.35        2.29
 10.33        1.28        1.28      279.83    0.87E+05    0.11E+01      335.34        2.29
 10.34        1.28        1.28      279.82    0.87E+05    0.11E+01      335.34        2.29
 10.35        1.28        1.28      279.81    0.87E+05    0.11E+01      335.33        2.29
 10.36        1.28        1.28      279.80    0.87E+05    0.11E+01      335.33        2.29
 10.37        1.29        1.29      279.80    0.87E+05    0.11E+01      335.32        2.29
 10.38        1.29        1.29      279.79    0.87E+05    0.11E+01      335.32        2.29
 10.39        1.29        1.29      279.78    0.87E+05    0.11E+01      335.32        2.29
 10.40        1.29        1.29      279.77    0.87E+05    0.11E+01      335.31        2.29
 10.41        1.29        1.29      279.76    0.87E+05    0.11E+01      335.31        2.29
 10.42        1.29        1.29      279.76    0.87E+05    0.11E+01      335.30        2.29
 10.43        1.29        1.29      279.75    0.87E+05    0.11E+01      335.30        2.29
 10.44        1.29        1.29      279.74    0.87E+05    0.11E+01      335.29        2.29
 10.45        1.30        1.30      279.73    0.87E+05    0.11E+01      335.29        2.29
 10.46        1.30        1.30      279.72    0.87E+05    0.11E+01      335.28        2.29
 10.47        1.30        1.30      279.72    0.87E+05    0.11E+01      335.28        2.29
 10.48        1.30        1.30      279.71    0.87E+05    0.11E+01      335.27        2.29
 10.49        1.30        1.30      279.70    0.87E+05    0.11E+01      335.27        2.29
 10.50        1.30        1.30      279.69    0.87E+05    0.11E+01      335.26        2.29
 10.51        1.30        1.30      279.68    0.87E+05    0.11E+01      335.26        2.29
 10.52        1.30        1.30      279.67    0.87E+05    0.11E+01      335.25        2.29
 10.53        1.31        1.31      279.67    0.87E+05    0.11E+01      335.25        2.29
 10.54        1.31        1.31      279.66    0.87E+05    0.11E+01      335.24        2.29
 10.55        1.31        1.31      279.65    0.87E+05    0.11E+01      335.24        2.29
 10.56        1.31        1.31      279.64    0.87E+05    0.11E+01      335.23        2.29
 10.57        1.31        1.31      279.63    0.87E+05    0.11E+01      335.23        2.29
 10.58        1.31        1.31      279.63    0.87E+05    0.11E+01      335.22        2.29
 10.59        1.31        1.31      279.62    0.87E+05    0.11E+01      335.22        2.30
 10.60        1.31        1.31      279.61    0.87E+05    0.11E+01      335.21        2.30
 10.61        1.32        1.31      279.60    0.86E+05    0.11E+01      335.21        2.30
 10.62        1.32        1.32      279.59    0.86E+05    0.11E+01      335.20        2.30
