     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
  0.80        0.00        1.75        0.27        0.28        0.59       73.81      -19.40     -584.45       10.01        7.77
  0.81        0.00        1.69        0.27        0.28        0.57       74.06      -19.43     -585.83       10.00        7.77
  0.82        0.00        1.63        0.28        0.28        0.55       74.31      -19.45     -587.22        9.99        7.77
  0.83        0.00        1.57        0.28        0.28        0.53       74.56      -19.48     -588.61        9.99        7.77
  0.84        0.00        1.50        0.29        0.28        0.51       74.82      -19.51     -590.02        9.98        7.77
  0.85        0.00        1.44        0.29        0.28        0.49       75.07      -19.54     -591.42        9.97        7.77
  0.86        0.00        1.37        0.30        0.28        0.46       75.33      -19.57     -592.84        9.96        7.76
  0.87        0.00        1.31        0.30        0.28        0.44       75.58      -19.60     -594.26        9.95        7.76
  0.88        0.00        1.24        0.30        0.28        0.42       75.84      -19.63     -595.69        9.95        7.76
  0.89        0.00        1.18        0.31        0.28        0.40       76.10      -19.66     -597.12        9.94        7.76
  0.90        0.00        1.11        0.31        0.28        0.38       76.36      -19.69     -598.56        9.93        7.76
  0.91        0.00        1.04        0.32        0.28        0.35       76.63      -19.72     -600.01        9.92        7.76
  0.92        0.00        0.98        0.32        0.28        0.33       76.89      -19.75     -601.46        9.91        7.76
  0.93        0.00        0.91        0.33        0.28        0.31       77.15      -19.78     -602.93        9.91        7.76
  0.94        0.00        0.84        0.33        0.28        0.29       77.42      -19.81     -604.39        9.90        7.76
  0.95        0.00        0.77        0.33        0.28        0.26       77.69      -19.84     -605.87        9.89        7.75
  0.96        0.00        0.70        0.34        0.28        0.24       77.96      -19.87     -607.35        9.88        7.75
  0.97        0.00        0.63        0.34        0.28        0.22       78.22      -19.90     -608.84        9.87        7.75
  0.98        0.00        0.57        0.35        0.28        0.19       78.50      -19.93     -610.33        9.87        7.75
  0.99        0.00        0.50        0.35        0.28        0.17       78.77      -19.96     -611.83        9.86        7.75
  1.00        0.00        0.43        0.36        0.28        0.15       79.04      -19.99     -613.34        9.85        7.75
  1.01        0.00        0.36        0.36        0.28        0.12       79.31      -20.02     -614.86        9.84        7.75
  1.02        0.00        0.30        0.37        0.28        0.10       79.59      -20.05     -616.37        9.84        7.75
  1.03        0.00        0.23        0.37        0.28        0.08       79.86      -20.08     -617.89        9.83        7.74
  1.04        0.00        0.16        0.38        0.28        0.06       80.14      -20.11     -619.41        9.82        7.74
  1.05        0.00        0.10        0.38        0.28        0.03       80.42      -20.14     -620.94        9.82        7.74
  1.06        0.00        0.03        0.38        0.28        0.01       80.69      -20.17     -622.46        9.81        7.74
  1.07       -3.14        0.03        0.39        0.28        0.01       80.97      -20.21     -623.99        9.81        7.74
  1.08       -3.14        0.09        0.39        0.28        0.03       81.25      -20.24     -625.52        9.82        7.74
  1.09       -3.14        0.15        0.40        0.28        0.05       81.52      -20.27     -627.06        9.83        7.74
  1.10       -3.14        0.21        0.40        0.28        0.07       81.80      -20.30     -628.60        9.84        7.74
  1.11       -3.14        0.27        0.41        0.28        0.09       82.08      -20.33     -630.14        9.85        7.74
  1.12       -3.14        0.33        0.41        0.28        0.11       82.36      -20.36     -631.68        9.85        7.73
  1.13       -3.14        0.39        0.42        0.28        0.13       82.64      -20.39     -633.22        9.86        7.73
  1.14       -3.14        0.44        0.42        0.28        0.15       82.92      -20.42     -634.77        9.87        7.73
  1.15       -3.14        0.49        0.43        0.28        0.17       83.20      -20.46     -636.32        9.88        7.73
  1.16       -3.14        0.54        0.43        0.28        0.19       83.48      -20.49     -637.88        9.88        7.73
  1.17       -3.14        0.59        0.44        0.28        0.20       83.77      -20.52     -639.43        9.89        7.73
  1.18       -3.14        0.64        0.44        0.28        0.22       84.05      -20.55     -640.99        9.90        7.73
  1.19       -3.14        0.68        0.44        0.28        0.23       84.33      -20.58     -642.55        9.90        7.73
  1.20       -3.14        0.72        0.45        0.28        0.25       84.61      -20.62     -644.12        9.91        7.73
  1.21       -3.14        0.76        0.45        0.28        0.26       84.90      -20.65     -645.69        9.91        7.72
  1.22       -3.14        0.80        0.46        0.28        0.28       85.18      -20.68     -647.25        9.92        7.72
  1.23       -3.14        0.83        0.46        0.28        0.29       85.47      -20.71     -648.83        9.92        7.72
  1.24       -3.14        0.86        0.47        0.28        0.30       85.75      -20.74     -650.40        9.93        7.72
  1.25       -3.14        0.89        0.47        0.28        0.31       86.04      -20.78     -651.98        9.93        7.72
  1.26       -3.14        0.92        0.48        0.28        0.32       86.32      -20.81     -653.56        9.94        7.72
  1.27       -3.14        0.94        0.48        0.28        0.32       86.61      -20.84     -655.15        9.94        7.72
  1.28       -3.14        0.96        0.49        0.28        0.33       86.90      -20.87     -656.73        9.94        7.72
  1.29       -3.14        0.97        0.49        0.28        0.34       87.19      -20.91     -658.32        9.95        7.71
  1.30       -3.14        0.98        0.50        0.28        0.34       87.48      -20.94     -659.91        9.95        7.71
  1.31       -3.14        0.99        0.50        0.28        0.34       97.55      -18.52     -583.41        9.95        7.71
  1.32       -3.14        1.00        0.51        0.28        0.34       97.69      -18.59     -586.26        9.95        7.71
  1.33       -3.14        1.00        0.51        0.28        0.34       97.82      -18.67     -589.11        9.96        7.71
  1.34       -3.14        1.00        0.52        0.28        0.34       97.95      -18.74     -591.97        9.96        7.71
  1.35       -3.14        0.99        0.52        0.28        0.34       98.08      -18.81     -594.84        9.96        7.71
  1.36       -3.14        0.98        0.53        0.28        0.34       98.22      -18.88     -597.71        9.96        7.71
  1.37       -3.14        0.97        0.53        0.28        0.33       98.35      -18.96     -600.59        9.96        7.70
  1.38        3.14        0.95        0.54        0.28        0.33       98.48      -19.03     -603.47        9.97        7.70
  1.39        3.14        0.93        0.54        0.29        0.32       98.62      -19.10     -606.36        9.97        7.70
  1.40        3.14        0.91        0.54        0.29        0.31       98.75      -19.17     -609.25        9.97        7.70
  1.41        3.14        0.89        0.55        0.29        0.31       98.89      -19.25     -612.14        9.97        7.70
  1.42        3.14        0.86        0.55        0.29        0.30       99.02      -19.32     -615.05        9.97        7.70
  1.43        3.14        0.82        0.56        0.29        0.28       99.16      -19.39     -617.95        9.97        7.70
  1.44        3.14        0.79        0.56        0.29        0.27       99.29      -19.47     -620.86        9.97        7.70
  1.45        3.14        0.75        0.57        0.29        0.26       99.43      -19.54     -623.78        9.97        7.70
  1.46        3.14        0.71        0.57        0.29        0.24       99.56      -19.61     -626.70        9.97        7.69
  1.47        3.14        0.67        0.58        0.29        0.23       99.70      -19.69     -629.63        9.97        7.69
  1.48       -3.14        0.62        0.58        0.29        0.21       99.83      -19.76     -632.56        9.96        7.69
  1.49        3.14        0.57        0.59        0.29        0.20       99.97      -19.84     -635.50        9.96        7.69
  1.50        3.14        0.52        0.59        0.29        0.18      100.10      -19.91     -638.44        9.96        7.69
  1.51       -3.14        0.47        0.60        0.29        0.16      100.24      -19.98     -641.39        9.96        7.69
  1.52        3.14        0.42        0.60        0.29        0.15      100.38      -20.06     -644.34        9.96        7.69
  1.53       -3.14        0.37        0.61        0.29        0.13      100.51      -20.13     -647.30        9.96        7.69
  1.54        3.14        0.31        0.61        0.30        0.11      100.65      -20.21     -650.26        9.96        7.68
  1.55        3.14        0.26        0.62        0.30        0.09      100.79      -20.28     -653.22        9.96        7.68
  1.56       -3.14        0.20        0.62        0.30        0.07      100.93      -20.36     -656.20        9.96        7.68
  1.57        3.14        0.15        0.63        0.30        0.05      101.07      -20.43     -659.18        9.96        7.68
  1.58       -3.14        0.09        0.63        0.30        0.03      101.20      -20.51     -662.16        9.96        7.68
  1.59       -3.14        0.04        0.64        0.30        0.01      101.34      -20.58     -665.15        9.96        7.68
  1.60        0.00        0.02        0.64        0.30        0.01      101.48      -20.66     -668.14        9.96        7.68
  1.61        0.00        0.07        0.65        0.30        0.02      101.62      -20.73     -671.14        9.97        7.68
  1.62        0.00        0.12        0.65        0.30        0.04      101.76      -20.81     -674.14        9.98        7.67
  1.63        0.00        0.17        0.66        0.30        0.06      101.90      -20.89     -677.15        9.98        7.67
  1.64        0.00        0.22        0.66        0.30        0.08      102.04      -20.96     -680.16        9.99        7.67
  1.65        0.00        0.26        0.67        0.30        0.09      102.18      -21.04     -683.18       10.00        7.67
  1.66        0.00        0.31        0.67        0.30        0.11      102.32      -21.11     -686.20       10.00        7.67
  1.67        0.00        0.35        0.68        0.30        0.12      102.46      -21.19     -689.23       10.01        7.67
  1.68        0.00        0.38        0.68        0.30        0.13      102.60      -21.27     -692.26       10.02        7.67
  1.69        0.00        0.42        0.69        0.31        0.14      102.74      -21.34     -695.30       10.02        7.67
  1.70        0.00        0.45        0.69        0.31        0.15      102.88      -21.42     -698.35       10.03        7.66
  1.71        0.00        0.47        0.70        0.31        0.16      103.02      -21.50     -701.40       10.03        7.66
  1.72        0.00        0.49        0.70        0.31        0.17      103.16      -21.57     -704.45       10.04        7.66
  1.73        0.00        0.51        0.71        0.31        0.18      103.30      -21.65     -707.51       10.04        7.66
  1.74        0.00        0.53        0.72        0.31        0.18      103.45      -21.73     -710.57       10.05        7.66
  1.75        0.00        0.54        0.72        0.31        0.19      103.59      -21.81     -713.64       10.05        7.66
  1.76        0.00        0.54        0.73        0.31        0.19      103.73      -21.88     -716.72       10.06        7.66
  1.77        0.00        0.54        0.73        0.31        0.19      103.87      -21.96     -719.80       10.06        7.66
  1.78        0.00        0.54        0.74        0.31        0.19      104.02      -22.04     -722.88       10.06        7.66
  1.79        0.00        0.53        0.74        0.31        0.18      104.16      -22.12     -725.97       10.07        7.65
  1.80        0.00        0.52        0.75        0.31        0.18      104.30      -22.19     -729.06       10.07        7.65
  1.81        0.00        0.51        0.75        0.31        0.17      104.45      -22.27     -732.16       10.07        7.65
  1.82        0.00        0.49        0.76        0.31        0.17      104.59      -22.35     -735.27       10.07        7.65
  1.83        0.00        0.46        0.76        0.31        0.16      104.74      -22.43     -738.38       10.08        7.65
  1.84        0.00        0.44        0.77        0.32        0.15      104.88      -22.51     -741.50       10.08        7.65
  1.85        0.00        0.41        0.77        0.32        0.14      105.02      -22.59     -744.62       10.08        7.65
  1.86        0.00        0.37        0.78        0.32        0.13      105.17      -22.67     -747.74       10.08        7.65
  1.87        0.00        0.34        0.78        0.32        0.12      105.31      -22.74     -750.88       10.09        7.64
  1.88        0.00        0.30        0.79        0.32        0.10      105.46      -22.82     -754.01       10.09        7.64
  1.89        0.00        0.26        0.79        0.32        0.09      105.60      -22.90     -757.15       10.09        7.64
  1.90        0.00        0.22        0.80        0.32        0.07      105.75      -22.98     -760.30       10.10        7.64
  1.91        0.00        0.17        0.80        0.32        0.06      190.43      -38.37    -1404.11       10.09        7.64
  1.92        0.00        0.13        0.81        0.33        0.05      189.44      -38.24    -1398.68       10.08        7.64
  1.93        0.00        0.09        0.81        0.33        0.03      188.45      -38.12    -1393.24       10.07        7.64
  1.94        0.00        0.05        0.82        0.34        0.02      187.46      -37.99    -1387.80       10.07        7.64
  1.95       -0.00        0.00        0.83        0.34        0.00      186.47      -37.87    -1382.34       10.06        7.63
  1.96       -3.14        0.04        0.83        0.35        0.01      185.48      -37.74    -1376.88       10.06        7.63
  1.97        3.14        0.07        0.84        0.35        0.03      184.49      -37.61    -1371.41       10.05        7.63
  1.98        3.14        0.11        0.84        0.36        0.04      183.49      -37.49    -1365.93       10.04        7.63
  1.99       -3.14        0.14        0.85        0.36        0.05      182.49      -37.36    -1360.45       10.03        7.63
  2.00        3.14        0.17        0.85        0.37        0.06      181.50      -37.23    -1354.95       10.03        7.63
  2.01        3.14        0.20        0.86        0.37        0.07      180.50      -37.10    -1349.45       10.02        7.63
  2.02       -3.14        0.23        0.86        0.38        0.08      179.49      -36.98    -1343.94       10.01        7.62
  2.03        3.14        0.25        0.87        0.38        0.08      178.49      -36.85    -1338.42       10.00        7.62
  2.04        3.14        0.27        0.87        0.39        0.09      177.49      -36.72    -1332.89        9.99        7.62
  2.05       -3.14        0.28        0.88        0.39        0.09      176.48      -36.59    -1327.36        9.98        7.62
  2.06        3.14        0.29        0.88        0.40        0.10      175.47      -36.47    -1321.81        9.97        7.62
  2.07        3.14        0.30        0.89        0.40        0.10      174.46      -36.34    -1316.26        9.96        7.62
  2.08        3.14        0.30        0.90        0.41        0.10      173.45      -36.21    -1310.70        9.96        7.62
  2.09        3.14        0.30        0.90        0.41        0.10      172.44      -36.08    -1305.13        9.95        7.62
  2.10       -3.14        0.29        0.91        0.42        0.10      171.43      -35.95    -1299.55        9.94        7.61
  2.11       -3.14        0.29        0.91        0.42        0.10      170.41      -35.82    -1293.96        9.93        7.61
  2.12        3.14        0.28        0.92        0.43        0.09      169.39      -35.69    -1288.36        9.93        7.61
  2.13       -3.14        0.26        0.92        0.43        0.09      168.38      -35.56    -1282.76        9.92        7.61
  2.14        3.14        0.24        0.93        0.44        0.08      167.36      -35.43    -1277.15        9.91        7.61
  2.15        3.14        0.22        0.93        0.44        0.07      166.34      -35.30    -1271.53        9.91        7.61
  2.16       -3.14        0.20        0.94        0.45        0.07      165.31      -35.17    -1265.90        9.90        7.61
  2.17       -3.14        0.18        0.94        0.45        0.06      164.29      -35.04    -1260.26        9.90        7.61
  2.18       -3.14        0.15        0.95        0.46        0.05      163.26      -34.91    -1254.61        9.90        7.60
  2.19       -3.14        0.13        0.96        0.46        0.04      162.23      -34.78    -1248.96        9.89        7.60
  2.20        3.14        0.10        0.96        0.47        0.03      161.20      -34.65    -1243.30        9.89        7.60
  2.21        3.14        0.07        0.97        0.47        0.02      160.17      -34.52    -1237.63        9.89        7.60
  2.22       -3.14        0.04        0.97        0.48        0.01      159.14      -34.39    -1231.95        9.89        7.60
  2.23        3.14        0.01        0.98        0.48        0.00      158.11      -34.26    -1226.26        9.89        7.60
  2.24        0.00        0.02        0.98        0.49        0.01      157.07      -34.12    -1220.56        9.88        7.60
  2.25        0.00        0.04        0.99        0.49        0.01      156.04      -33.99    -1214.86        9.87        7.60
  2.26        0.00        0.07        0.99        0.50        0.02      155.00      -33.86    -1209.15        9.86        7.59
  2.27        0.00        0.09        1.00        0.50        0.03      153.96      -33.73    -1203.43        9.84        7.59
  2.28        0.00        0.11        1.01        0.51        0.04      152.92      -33.60    -1197.71        9.83        7.59
  2.29        0.00        0.13        1.01        0.51        0.04      151.88      -33.46    -1191.97        9.82        7.59
  2.30        0.00        0.15        1.02        0.52        0.05      150.83      -33.33    -1186.23        9.81        7.59
  2.31        0.00        0.17        1.02        0.52        0.05      149.79      -33.20    -1180.48        9.80        7.59
  2.32        0.00        0.18        1.03        0.53        0.06      148.74      -33.06    -1174.72        9.79        7.59
  2.33        0.00        0.19        1.03        0.53        0.06      147.70      -32.93    -1168.95        9.78        7.59
  2.34        0.00        0.20        1.04        0.54        0.06      146.65      -32.80    -1163.18        9.77        7.58
  2.35        0.00        0.20        1.05        0.54        0.07      145.60      -32.66    -1157.40        9.76        7.58
  2.36        0.00        0.20        1.05        0.55        0.07      144.54      -32.53    -1151.61        9.75        7.58
  2.37        0.00        0.20        1.06        0.55        0.07      143.49      -32.40    -1145.81        9.74        7.58
  2.38        0.00        0.20        1.06        0.56        0.06      142.44      -32.26    -1140.01        9.74        7.58
  2.39        0.00        0.19        1.07        0.56        0.06      141.38      -32.13    -1134.20        9.73        7.58
  2.40        0.00        0.18        1.07        0.57        0.06      140.32      -31.99    -1128.38        9.73        7.58
  2.41        0.00        0.17        1.08        0.57        0.06      139.26      -31.86    -1122.55        9.72        7.57
  2.42        0.00        0.16        1.08        0.58        0.05      138.20      -31.72    -1116.72        9.72        7.57
  2.43        0.00        0.15        1.09        0.58        0.05      137.14      -31.59    -1110.88        9.72        7.57
  2.44        0.00        0.13        1.10        0.59        0.04      136.08      -31.45    -1105.03        9.71        7.57
  2.45        0.00        0.11        1.10        0.59        0.04      135.01      -31.32    -1099.17        9.71        7.57
  2.46        0.00        0.09        1.11        0.60        0.03      133.95      -31.18    -1093.31        9.71        7.57
  2.47        0.00        0.07        1.11        0.60        0.02      132.88      -31.05    -1087.44        9.71        7.57
  2.48        0.00        0.05        1.12        0.61        0.02      131.81      -30.91    -1081.56        9.71        7.57
  2.49        0.00        0.03        1.13        0.61        0.01      130.74      -30.77    -1075.68        9.71        7.56
  2.50       -0.00        0.01        1.13        0.62        0.00      129.67      -30.64    -1069.79        9.71        7.56
  2.51       -3.14        0.01        1.14        0.62        0.00      128.60      -30.50    -1063.89        9.71        7.56
  2.52       -3.14        0.02        1.14        0.63        0.01      127.53      -30.36    -1057.98        9.70        7.56
  2.53        3.14        0.04        1.15        0.63        0.01      126.45      -30.23    -1052.07        9.68        7.56
  2.54       -3.14        0.06        1.15        0.64        0.02      125.38      -30.09    -1046.15        9.67        7.56
  2.55       -3.14        0.07        1.16        0.64        0.02      124.30      -29.95    -1040.22        9.66        7.56
  2.56        3.14        0.08        1.17        0.65        0.03      123.22      -29.82    -1034.29        9.64        7.55
  2.57        3.14        0.09        1.17        0.65        0.03      122.14      -29.68    -1028.35        9.63        7.55
  2.58       -3.14        0.10        1.18        0.66        0.03      121.06      -29.54    -1022.40        9.62        7.55
  2.59       -3.14        0.11        1.18        0.66        0.03      119.98      -29.40    -1016.45        9.61        7.55
  2.60       -3.14        0.11        1.19        0.67        0.03      118.90      -29.27    -1010.49        9.60        7.55
  2.61       -3.14        0.11        1.19        0.68        0.04      117.81      -29.13    -1004.52        9.59        7.55
  2.62        3.14        0.11        1.20        0.68        0.04       79.96      -25.43     -803.44        9.59        7.55
  2.63        3.14        0.11        1.21        0.68        0.03       79.59      -25.37     -801.26        9.57        7.55
  2.64       -3.14        0.11        1.21        0.67        0.03       79.22      -25.30     -799.08        9.55        7.54
  2.65       -3.14        0.10        1.22        0.67        0.03       78.85      -25.23     -796.90        9.53        7.54
  2.66        3.14        0.10        1.22        0.67        0.03       78.48      -25.16     -794.72        9.51        7.54
  2.67       -3.14        0.09        1.23        0.67        0.03       78.11      -25.09     -792.53        9.50        7.54
  2.68       -3.14        0.08        1.24        0.66        0.02       77.74      -25.02     -790.33        9.48        7.54
  2.69        3.14        0.07        1.24        0.66        0.02       77.36      -24.95     -788.14        9.47        7.54
  2.70        3.14        0.05        1.25        0.66        0.02       76.99      -24.88     -785.93        9.45        7.54
  2.71       -3.14        0.04        1.25        0.66        0.01       76.61      -24.81     -783.73        9.44        7.53
  2.72       -3.14        0.03        1.26        0.65        0.01       76.24      -24.74     -781.52        9.42        7.53
  2.73        3.14        0.01        1.27        0.65        0.00       75.86      -24.67     -779.31        9.41        7.53
  2.74        3.14        0.00        1.27        0.65        0.00       75.49      -24.60     -777.09        9.39        7.53
  2.75        0.00        0.01        1.28        0.65        0.00       75.11      -24.53     -774.87        9.36        7.53
  2.76        0.00        0.03        1.28        0.64        0.01       74.73      -24.46     -772.64        9.34        7.53
  2.77        0.00        0.04        1.29        0.64        0.01       74.35      -24.39     -770.41        9.31        7.53
  2.78        0.00        0.05        1.30        0.64        0.01       73.97      -24.32     -768.18        9.29        7.52
  2.79        0.00        0.06        1.30        0.64        0.02       73.59      -24.25     -765.94        9.26        7.52
  2.80        0.00        0.07        1.31        0.63        0.02       73.21      -24.17     -763.70        9.24        7.52
  2.81        0.00        0.08        1.31        0.63        0.02       72.83      -24.10     -761.46        9.21        7.52
  2.82        0.00        0.08        1.32        0.63        0.02       72.45      -24.03     -759.21        9.19        7.52
  2.83        0.00        0.09        1.33        0.63        0.03       72.06      -23.96     -756.95        9.16        7.52
  2.84        0.00        0.09        1.33        0.62        0.03       71.68      -23.89     -754.70        9.14        7.52
  2.85        0.00        0.09        1.34        0.62        0.03       71.29      -23.82     -752.44        9.12        7.52
  2.86        0.00        0.09        1.34        0.62        0.03       70.91      -23.75     -750.17        9.10        7.51
  2.87        0.00        0.09        1.35        0.62        0.03       70.52      -23.67     -747.90        9.08        7.51
  2.88        0.00        0.09        1.36        0.61        0.03       70.14      -23.60     -745.63        9.06        7.51
  2.89        0.00        0.09        1.36        0.61        0.03       69.75      -23.53     -743.35        9.04        7.51
  2.90        0.00        0.09        1.37        0.61        0.02       69.36      -23.46     -741.07        9.02        7.51
  2.91        0.00        0.08        1.37        0.60        0.02       68.97      -23.38     -738.78        9.00        7.51
  2.92        0.00        0.07        1.38        0.60        0.02       68.58      -23.31     -736.49        8.98        7.51
